num,STATISTIČNA REGIJA,LETO,KAZALNIK
29.1,Posavska,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
32.7,Posavska,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
24.4,Posavska,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
70.9,Posavska,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
67.3,Posavska,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
75.6,Posavska,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
79.9,Posavska,2012,Indeks delovne migracije
76.3,Posavska,2012,Indeks delovne migracije za moške
84.7,Posavska,2012,Indeks delovne migracije za ženske
29.4,Posavska,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
33.1,Posavska,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
24.4,Posavska,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
70.6,Posavska,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
66.9,Posavska,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
75.6,Posavska,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
79.6,Posavska,2013,Indeks delovne migracije
75.7,Posavska,2013,Indeks delovne migracije za moške
84.7,Posavska,2013,Indeks delovne migracije za ženske
30.2,Posavska,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
34,Posavska,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
25.1,Posavska,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
69.8,Posavska,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
66,Posavska,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
74.9,Posavska,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
79.1,Posavska,2014,Indeks delovne migracije
75.1,Posavska,2014,Indeks delovne migracije za moške
84.2,Posavska,2014,Indeks delovne migracije za ženske
31.2,Posavska,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
35.4,Posavska,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
25.8,Posavska,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
68.8,Posavska,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
64.6,Posavska,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
74.2,Posavska,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
76.7,Posavska,2015,Indeks delovne migracije
72.7,Posavska,2015,Indeks delovne migracije za moške
81.9,Posavska,2015,Indeks delovne migracije za ženske
32.8,Posavska,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
36.9,Posavska,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
27.5,Posavska,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
67.2,Posavska,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
63.1,Posavska,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
72.5,Posavska,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
77,Posavska,2016,Indeks delovne migracije
73.8,Posavska,2016,Indeks delovne migracije za moške
81.2,Posavska,2016,Indeks delovne migracije za ženske
33.4,Posavska,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
37.1,Posavska,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
28.7,Posavska,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
66.6,Posavska,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
62.9,Posavska,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
71.3,Posavska,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
77.6,Posavska,2017,Indeks delovne migracije
75.1,Posavska,2017,Indeks delovne migracije za moške
80.9,Posavska,2017,Indeks delovne migracije za ženske
33.7,Posavska,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
37,Posavska,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
29.4,Posavska,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
66.3,Posavska,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
63,Posavska,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
70.6,Posavska,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
77,Posavska,2018,Indeks delovne migracije
74.5,Posavska,2018,Indeks delovne migracije za moške
80.2,Posavska,2018,Indeks delovne migracije za ženske
34.2,Posavska,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
37.4,Posavska,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
30,Posavska,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
65.8,Posavska,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
62.6,Posavska,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
70,Posavska,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
77,Posavska,2019,Indeks delovne migracije
74.7,Posavska,2019,Indeks delovne migracije za moške
80,Posavska,2019,Indeks delovne migracije za ženske
34.7,Posavska,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
37.9,Posavska,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
30.5,Posavska,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
65.3,Posavska,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
62.1,Posavska,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
69.5,Posavska,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
78.4,Posavska,2020,Indeks delovne migracije
77.4,Posavska,2020,Indeks delovne migracije za moške
79.7,Posavska,2020,Indeks delovne migracije za ženske
35,Posavska,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
37.7,Posavska,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
31.6,Posavska,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
65,Posavska,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
62.3,Posavska,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
68.4,Posavska,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
89.8,Jugovzhodna Slovenija,2009,Indeks delovne migracije
90.2,Jugovzhodna Slovenija,2009,Indeks delovne migracije za moške
89.2,Jugovzhodna Slovenija,2009,Indeks delovne migracije za ženske
21.4,Jugovzhodna Slovenija,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
22.2,Jugovzhodna Slovenija,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
20.2,Jugovzhodna Slovenija,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
78.6,Jugovzhodna Slovenija,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
77.8,Jugovzhodna Slovenija,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
79.8,Jugovzhodna Slovenija,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
88.8,Jugovzhodna Slovenija,2010,Indeks delovne migracije
90,Jugovzhodna Slovenija,2010,Indeks delovne migracije za moške
87.3,Jugovzhodna Slovenija,2010,Indeks delovne migracije za ženske
22.6,Jugovzhodna Slovenija,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
23,Jugovzhodna Slovenija,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
22.2,Jugovzhodna Slovenija,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
77.4,Jugovzhodna Slovenija,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
77,Jugovzhodna Slovenija,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
77.8,Jugovzhodna Slovenija,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87.9,Jugovzhodna Slovenija,2011,Indeks delovne migracije
89.1,Jugovzhodna Slovenija,2011,Indeks delovne migracije za moške
86.4,Jugovzhodna Slovenija,2011,Indeks delovne migracije za ženske
23.6,Jugovzhodna Slovenija,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
24,Jugovzhodna Slovenija,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
23.1,Jugovzhodna Slovenija,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
76.4,Jugovzhodna Slovenija,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
76,Jugovzhodna Slovenija,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
76.9,Jugovzhodna Slovenija,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
88.6,Jugovzhodna Slovenija,2012,Indeks delovne migracije
89,Jugovzhodna Slovenija,2012,Indeks delovne migracije za moške
88,Jugovzhodna Slovenija,2012,Indeks delovne migracije za ženske
23.2,Jugovzhodna Slovenija,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
24.2,Jugovzhodna Slovenija,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
21.9,Jugovzhodna Slovenija,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
76.8,Jugovzhodna Slovenija,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
75.8,Jugovzhodna Slovenija,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
78.1,Jugovzhodna Slovenija,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
88.7,Jugovzhodna Slovenija,2013,Indeks delovne migracije
89.1,Jugovzhodna Slovenija,2013,Indeks delovne migracije za moške
88.1,Jugovzhodna Slovenija,2013,Indeks delovne migracije za ženske
23,Jugovzhodna Slovenija,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
23.9,Jugovzhodna Slovenija,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
21.9,Jugovzhodna Slovenija,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
77,Jugovzhodna Slovenija,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
76.1,Jugovzhodna Slovenija,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
78.1,Jugovzhodna Slovenija,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87.6,Jugovzhodna Slovenija,2014,Indeks delovne migracije
87.7,Jugovzhodna Slovenija,2014,Indeks delovne migracije za moške
87.4,Jugovzhodna Slovenija,2014,Indeks delovne migracije za ženske
24.4,Jugovzhodna Slovenija,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.6,Jugovzhodna Slovenija,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
22.8,Jugovzhodna Slovenija,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
75.6,Jugovzhodna Slovenija,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.4,Jugovzhodna Slovenija,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
77.2,Jugovzhodna Slovenija,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
89.2,Jugovzhodna Slovenija,2015,Indeks delovne migracije
89.6,Jugovzhodna Slovenija,2015,Indeks delovne migracije za moške
88.6,Jugovzhodna Slovenija,2015,Indeks delovne migracije za ženske
23.8,Jugovzhodna Slovenija,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
24.8,Jugovzhodna Slovenija,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
22.4,Jugovzhodna Slovenija,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
76.2,Jugovzhodna Slovenija,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
75.2,Jugovzhodna Slovenija,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
77.6,Jugovzhodna Slovenija,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
89.3,Jugovzhodna Slovenija,2016,Indeks delovne migracije
90.3,Jugovzhodna Slovenija,2016,Indeks delovne migracije za moške
88.1,Jugovzhodna Slovenija,2016,Indeks delovne migracije za ženske
24.3,Jugovzhodna Slovenija,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25,Jugovzhodna Slovenija,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
23.3,Jugovzhodna Slovenija,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
75.7,Jugovzhodna Slovenija,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
75,Jugovzhodna Slovenija,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
76.7,Jugovzhodna Slovenija,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
89.6,Jugovzhodna Slovenija,2017,Indeks delovne migracije
90.7,Jugovzhodna Slovenija,2017,Indeks delovne migracije za moške
88.2,Jugovzhodna Slovenija,2017,Indeks delovne migracije za ženske
24.4,Jugovzhodna Slovenija,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.2,Jugovzhodna Slovenija,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
23.5,Jugovzhodna Slovenija,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
75.6,Jugovzhodna Slovenija,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.8,Jugovzhodna Slovenija,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
76.5,Jugovzhodna Slovenija,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
90.3,Jugovzhodna Slovenija,2018,Indeks delovne migracije
91.1,Jugovzhodna Slovenija,2018,Indeks delovne migracije za moške
89.2,Jugovzhodna Slovenija,2018,Indeks delovne migracije za ženske
24.3,Jugovzhodna Slovenija,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25,Jugovzhodna Slovenija,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
23.4,Jugovzhodna Slovenija,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
75.7,Jugovzhodna Slovenija,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
75,Jugovzhodna Slovenija,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
76.6,Jugovzhodna Slovenija,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
91,Jugovzhodna Slovenija,2019,Indeks delovne migracije
92.1,Jugovzhodna Slovenija,2019,Indeks delovne migracije za moške
89.6,Jugovzhodna Slovenija,2019,Indeks delovne migracije za ženske
24.6,Jugovzhodna Slovenija,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.3,Jugovzhodna Slovenija,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
23.7,Jugovzhodna Slovenija,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
75.4,Jugovzhodna Slovenija,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.7,Jugovzhodna Slovenija,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
76.3,Jugovzhodna Slovenija,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
90,Jugovzhodna Slovenija,2020,Indeks delovne migracije
91,Jugovzhodna Slovenija,2020,Indeks delovne migracije za moške
88.8,Jugovzhodna Slovenija,2020,Indeks delovne migracije za ženske
25.9,Jugovzhodna Slovenija,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
26.9,Jugovzhodna Slovenija,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
24.6,Jugovzhodna Slovenija,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
74.1,Jugovzhodna Slovenija,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
73.1,Jugovzhodna Slovenija,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
75.4,Jugovzhodna Slovenija,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
123.6,Osrednjeslovenska,2009,Indeks delovne migracije
125.6,Osrednjeslovenska,2009,Indeks delovne migracije za moške
121.2,Osrednjeslovenska,2009,Indeks delovne migracije za ženske
6.8,Osrednjeslovenska,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
7.8,Osrednjeslovenska,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
5.7,Osrednjeslovenska,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
93.2,Osrednjeslovenska,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
92.2,Osrednjeslovenska,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
94.3,Osrednjeslovenska,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
124.2,Osrednjeslovenska,2010,Indeks delovne migracije
126.1,Osrednjeslovenska,2010,Indeks delovne migracije za moške
122,Osrednjeslovenska,2010,Indeks delovne migracije za ženske
7,Osrednjeslovenska,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
7.9,Osrednjeslovenska,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
6,Osrednjeslovenska,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
93,Osrednjeslovenska,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
92.1,Osrednjeslovenska,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
94,Osrednjeslovenska,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
125.9,Osrednjeslovenska,2011,Indeks delovne migracije
128.8,Osrednjeslovenska,2011,Indeks delovne migracije za moške
122.7,Osrednjeslovenska,2011,Indeks delovne migracije za ženske
7.3,Osrednjeslovenska,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
8.3,Osrednjeslovenska,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
6.2,Osrednjeslovenska,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
92.7,Osrednjeslovenska,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
91.7,Osrednjeslovenska,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
93.8,Osrednjeslovenska,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
126.1,Osrednjeslovenska,2012,Indeks delovne migracije
128.8,Osrednjeslovenska,2012,Indeks delovne migracije za moške
123.1,Osrednjeslovenska,2012,Indeks delovne migracije za ženske
7.5,Osrednjeslovenska,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
8.5,Osrednjeslovenska,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
6.4,Osrednjeslovenska,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
92.5,Osrednjeslovenska,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
91.5,Osrednjeslovenska,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
93.6,Osrednjeslovenska,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
126,Osrednjeslovenska,2013,Indeks delovne migracije
128.6,Osrednjeslovenska,2013,Indeks delovne migracije za moške
123.1,Osrednjeslovenska,2013,Indeks delovne migracije za ženske
7.7,Osrednjeslovenska,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
8.7,Osrednjeslovenska,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
6.6,Osrednjeslovenska,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
92.3,Osrednjeslovenska,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
91.3,Osrednjeslovenska,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
93.4,Osrednjeslovenska,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
126.3,Osrednjeslovenska,2014,Indeks delovne migracije
128.6,Osrednjeslovenska,2014,Indeks delovne migracije za moške
123.8,Osrednjeslovenska,2014,Indeks delovne migracije za ženske
8,Osrednjeslovenska,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
9.1,Osrednjeslovenska,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
6.9,Osrednjeslovenska,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
92,Osrednjeslovenska,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
90.9,Osrednjeslovenska,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
93.1,Osrednjeslovenska,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
127.6,Osrednjeslovenska,2015,Indeks delovne migracije
129.6,Osrednjeslovenska,2015,Indeks delovne migracije za moške
125.5,Osrednjeslovenska,2015,Indeks delovne migracije za ženske
8.6,Osrednjeslovenska,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
9.7,Osrednjeslovenska,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
7.3,Osrednjeslovenska,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
91.4,Osrednjeslovenska,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
90.3,Osrednjeslovenska,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
92.7,Osrednjeslovenska,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
127.5,Osrednjeslovenska,2016,Indeks delovne migracije
128.9,Osrednjeslovenska,2016,Indeks delovne migracije za moške
126,Osrednjeslovenska,2016,Indeks delovne migracije za ženske
8.9,Osrednjeslovenska,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
10.2,Osrednjeslovenska,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
7.5,Osrednjeslovenska,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
91.1,Osrednjeslovenska,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
89.8,Osrednjeslovenska,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
92.5,Osrednjeslovenska,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
128,Osrednjeslovenska,2017,Indeks delovne migracije
128.7,Osrednjeslovenska,2017,Indeks delovne migracije za moške
127.2,Osrednjeslovenska,2017,Indeks delovne migracije za ženske
9.3,Osrednjeslovenska,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
10.6,Osrednjeslovenska,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
7.7,Osrednjeslovenska,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
90.7,Osrednjeslovenska,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
89.4,Osrednjeslovenska,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
92.3,Osrednjeslovenska,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
128.6,Osrednjeslovenska,2018,Indeks delovne migracije
129.5,Osrednjeslovenska,2018,Indeks delovne migracije za moške
127.5,Osrednjeslovenska,2018,Indeks delovne migracije za ženske
9.6,Osrednjeslovenska,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
11,Osrednjeslovenska,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
7.9,Osrednjeslovenska,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
90.4,Osrednjeslovenska,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
89,Osrednjeslovenska,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
92.1,Osrednjeslovenska,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
127.9,Osrednjeslovenska,2019,Indeks delovne migracije
128.2,Osrednjeslovenska,2019,Indeks delovne migracije za moške
127.5,Osrednjeslovenska,2019,Indeks delovne migracije za ženske
9.8,Osrednjeslovenska,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
11.4,Osrednjeslovenska,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
8,Osrednjeslovenska,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
90.2,Osrednjeslovenska,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
88.6,Osrednjeslovenska,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
92,Osrednjeslovenska,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
131.4,Osrednjeslovenska,2020,Indeks delovne migracije
131.4,Osrednjeslovenska,2020,Indeks delovne migracije za moške
131.3,Osrednjeslovenska,2020,Indeks delovne migracije za ženske
10,Osrednjeslovenska,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
11.7,Osrednjeslovenska,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
8,Osrednjeslovenska,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
90,Osrednjeslovenska,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
88.3,Osrednjeslovenska,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
92,Osrednjeslovenska,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
